id,name,price,volume_24h,volume_change_24h,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d,market_cap,market_cap_dominance,fully_diluted_market_cap,last_updated
0,Bitcoin,56646.560822706124,36525572318.24162,5.3068,0.47755518,-0.31863895,-4.40114874,-8.6089784,32.23107548,17.99273675,1069574870501.9668,41.6525,1189577777276.83,2021-11-24T05:04:02.000Z
1,Ethereum,4269.104274915439,21726454823.97369,12.8302,0.62105913,2.39021344,3.39353068,3.09081333,44.94876234,34.89242027,505735083970.866,19.6931,505735083970.87,2021-11-24T05:04:03.000Z
2,Binance Coin,583.8190445450789,2979339861.482297,42.3577,0.45301506,2.95738483,0.77646475,21.14812007,62.33227749,18.19694651,97381686854.3823,3.792,97381686854.38,2021-11-24T05:03:33.000Z
3,Tether,1.0004894779407731,85277264758.68884,11.3842,-0.00200985,-0.02616892,-0.06154177,0.03226149,-0.04196388,0.00175702,72531028671.18759,2.8243,76394426764.31,2021-11-24T05:03:35.000Z
4,Solana,219.05115399088103,2360629407.622044,-16.7347,0.1782526,-0.37240307,1.45165374,7.13591533,54.21423757,207.08215599,66542765752.91099,2.5927,111628272442.04,2021-11-24T05:04:05.000Z
5,Cardano,1.6872697850305458,2153773470.1730094,47.3233,0.43374148,-7.0643593,-8.71029859,-21.02891242,-28.92631588,-36.50446851,56208434960.48429,2.1904,75927140326.37,2021-11-24T05:03:36.000Z
6,XRP,1.045541822632773,3118257357.72078,13.9352,0.43262277,-0.44445405,-3.1980728,-4.29716152,10.00766031,-8.7876853,49306680591.35004,1.9215,104554182263.28,2021-11-24T05:04:03.000Z
7,Polkadot,39.619412110947685,1148420268.9952977,-2.712,0.17944409,0.1608685,-0.97837232,-8.54508357,25.59203992,56.13861139,39127311871.53215,1.5236,43712234916.13,2021-11-24T05:04:06.000Z
8,USD Coin,1.0002896750544914,4864321864.446934,-0.3258,-0.12016108,-0.0621943,-0.00170835,0.01168421,-0.01274845,0.0058354,36732904019.31001,1.4304,36732904019.31,2021-11-24T05:03:06.000Z
9,Dogecoin,0.22360322486742912,1979328097.2583046,116.9173,0.5023601,0.18698967,-4.65052032,-17.31613702,5.63211837,-21.56350134,29568429337.400745,1.1521,29568429337.4,2021-11-24T05:04:03.000Z
10,Avalanche,121.89948908384972,1947912983.308269,-31.306,2.23504587,-8.92227861,28.48335778,83.9436448,70.56339154,169.00971317,27287486209.325363,1.0634,87767632140.37,2021-11-24T05:03:28.000Z
11,SHIBA INU,4.050151155886995e-05,2044192604.4433045,17.6343,0.2590028,-8.07388879,-16.21143791,-0.91223751,448.27758296,451.58832181,22237596015.93447,0.8659,23885250906.31,2021-11-24T05:03:34.000Z
12,Crypto.com Coin,0.8608742540054906,1804173264.0213916,5.5846,0.79201603,11.27236274,117.61297183,341.01292302,435.6606447,459.6319186,21748278066.030994,0.8469,26052649336.06,2021-11-24T05:04:07.000Z
13,Terra,41.234981615172096,639833810.2726434,-2.5658,-0.55607721,-0.32811588,-2.94522184,-4.53976156,6.39907713,44.61382089,16452546259.070477,0.6407,36115646774.78,2021-11-24T05:03:03.000Z
14,Litecoin,212.42629304134672,1901149650.4625294,3.7382,1.00875858,1.07894079,-6.49869978,9.61959214,37.42091967,23.16662019,14666005772.695503,0.5715,17843808615.47,2021-11-24T05:04:02.000Z
15,Wrapped Bitcoin,56204.79235040635,357678274.68403804,19.586,0.36538809,-0.44770861,-3.3717717,-9.3566075,31.2732027,17.03332755,14004991652.919727,0.5458,14004991652.92,2021-11-24T05:04:07.000Z
16,Uniswap,21.88199333131058,247020532.54804316,-19.7992,0.45275973,1.72644369,2.33620105,-16.75272333,9.6032691,-17.34853976,13738770975.181576,0.535,21881993331.31,2021-11-24T05:03:35.000Z
17,Binance USD,0.9998785712456574,6962524867.485786,10.9495,-0.06690443,-0.0709482,-0.05269037,-0.04398256,-0.04772177,-0.04682679,12917310479.870844,0.5034,12917310479.87,2021-11-24T05:03:27.000Z
18,Chainlink,26.32099267879481,838641372.6192235,-0.4944,0.07336583,-2.22258207,-7.97402382,-14.14994732,12.50605761,1.63669749,12292155049.588793,0.4789,26320992678.79,2021-11-24T05:03:35.000Z
19,Polygon,1.7049502363518676,1196995551.374648,62.6692,0.7792539,6.25581101,11.0308604,4.74722721,49.42803014,16.16152813,11877847764.815716,0.4626,17049502363.52,2021-11-24T05:03:34.000Z
20,Algorand,1.8334122551278815,497051436.3933958,17.9861,1.52434291,4.89897931,7.80434167,-1.20026293,2.05307576,79.09485204,11478123956.346273,0.447,18334122551.28,2021-11-24T05:03:36.000Z
21,Bitcoin Cash,564.3102865977112,1205994135.292989,11.6762,0.5341393,0.5002082,-4.32543547,-9.37400011,8.6249238,-10.9051165,10670437401.097383,0.4158,11850516018.55,2021-11-24T05:03:34.000Z
22,Elrond,465.082089532185,1213070296.4000459,-6.6498,1.68650527,-9.19762784,56.93265513,61.01316175,98.15746515,237.47544574,9198164098.863024,0.3582,14610984508.67,2021-11-24T05:03:33.000Z
23,Axie Infinity,134.13568197446202,551464321.6658474,30.6772,0.28316152,2.72976495,1.06702811,7.28415553,100.79398664,90.27439149,8169869049.859546,0.3181,36216634133.1,2021-11-24T05:04:07.000Z
24,VeChain,0.12621480897575763,526880782.62217385,-2.6632,0.59770956,-1.56074367,-10.30748251,-6.08577385,35.74595327,2.16307662,8117578263.832268,0.3163,10944418594.91,2021-11-24T05:04:02.000Z
25,Stellar,0.3331008718532594,572486616.5939028,-27.7422,-0.14365668,-1.04149965,-2.17663005,-11.57939331,17.25569427,-4.99072664,8101972688.379982,0.3157,16655645443.32,2021-11-24T05:04:06.000Z
26,Decentraland,4.316434139022425,4038511280.9551682,16.082,1.47141288,7.53290185,29.34577885,451.06601081,512.08506225,352.61782272,7875865158.577202,0.3067,9470204821.73,2021-11-24T05:03:36.000Z
27,Internet Computer,41.073490325522485,186157653.53841457,-23.3644,0.2654768,-2.33302111,-1.21623064,-6.7732863,-11.58316811,-31.41981091,7502164605.947456,0.2921,19505490458,2021-11-24T05:03:34.000Z
28,TerraUSD,1.0008885736740214,100435116.69724965,-0.6677,0.07113492,-0.10092767,-0.39274062,-0.13827547,-0.10298807,0.00809646,7202618932.286468,0.2805,7202618932.29,2021-11-24T05:03:37.000Z
29,TRON,0.10035411285154817,2070238908.7429857,-11.9239,-0.03459115,-2.76774125,-7.12098604,-0.53411574,7.59637986,17.10084377,7191341342.561076,0.28,10120786925.64,2021-11-24T05:03:35.000Z
30,FTX Token,49.691550144860514,167089614.21856508,-12.0899,0.45979206,-0.81324289,-0.08855189,-21.66180823,-6.25834121,5.83602132,6943858687.346231,0.2704,17499873959.89,2021-11-24T05:03:04.000Z
31,Cosmos,30.680692554625058,729912568.045448,-37.1014,0.53240534,-4.20152497,10.80174315,-11.94066691,-26.43511663,59.68988923,6905093423.122131,0.2691,8677965062.16,2021-11-24T05:03:33.000Z
32,THETA,6.752646988630285,263418513.79717076,1.9611,0.37071533,2.58170552,9.42336222,1.93658514,29.50810872,-3.58949795,6752646988.630284,0.2632,6752646988.63,2021-11-24T05:04:05.000Z
33,Dai,1.0041019463589889,873794647.6844411,17.3509,-0.02802893,0.40785512,0.62685065,0.38428821,0.28006749,0.35511409,6501511618.241753,0.2532,6501512109.09,2021-11-24T05:03:34.000Z
34,Filecoin,50.93482202709411,461086701.5284564,-2.5524,0.27904009,-1.99401202,-8.15747737,-19.58627982,-20.07337021,-32.16114509,6493994371.54238,0.2529,6493994371.54,2021-11-24T05:04:04.000Z
35,Ethereum Classic,48.623806353221035,671652273.9803625,2.1704,0.42095755,-0.73692375,-3.03474105,-13.04836516,0.54423088,-21.80393652,6378783338.434541,0.2484,10245035998.62,2021-11-24T05:04:05.000Z
36,Bitcoin BEP2,56481.874625628996,27766356.52736727,-2.1443,0.520119,-1.29685426,-5.5552356,-9.09962284,31.66624811,18.23256546,5936821130.265658,0.2314,6354267377.26,2021-11-24T05:03:36.000Z
37,Fantom,2.2855539057268213,1500454107.0874667,225.3992,-0.75934247,12.49856454,6.16398313,-21.77915096,70.58022874,379.58820503,5816749027.354411,0.2267,7256633650.68,2021-11-24T05:04:06.000Z
38,The Sandbox,6.399279542140842,5793458234.566918,51.9626,2.34788453,25.39293008,85.91967979,720.1544535,838.48580771,699.31905894,5709732337.300366,0.2225,19197838626.42,2021-11-24T05:04:03.000Z
39,Hedera,0.36247309891535523,100181027.69630538,-1.6186,0.47517692,-0.97504863,-9.1981273,-3.12807205,2.68758563,46.00986576,5636986757.641106,0.2195,18123654945.77,2021-11-24T05:04:07.000Z
40,NEAR Protocol,9.783662140206358,238599027.53905118,47.6956,-1.10561069,3.33546111,3.04543116,-5.06456397,20.07573537,83.92522685,5508842800.695944,0.2145,9783662140.21,2021-11-24T05:03:07.000Z
41,Helium,44.23565076394228,46880051.62561434,30.9091,1.32580122,1.70650337,2.01215665,105.51520732,146.49044215,102.64412447,4539173073.657796,0.1768,9864550120.36,2021-11-24T05:03:24.000Z
42,Monero,242.48597885397373,212324372.7677468,17.3879,0.87870774,4.36243201,2.29250323,-15.5254706,0.8220064,-21.54183029,4373139567.345799,0.1704,4373139567.35,2021-11-24T05:03:06.000Z
43,Tezos,4.999398008656966,172579325.77667034,3.7867,0.18113893,-2.92300401,-1.8524183,-23.51365541,-31.38516692,4.41947341,4340148723.878588,0.169,4484005949.17,2021-11-24T05:03:37.000Z
44,The Graph,0.8833037325418763,181184415.48201272,14.8776,1.05314318,-2.59104841,-1.87335201,-14.53941894,26.90701388,-1.23566761,4165426503.839112,0.1623,8883424884.24,2021-11-24T05:04:07.000Z
45,Loopring,3.1162426875850424,3457969443.9035354,166.8418,-0.1282875,15.01453904,18.54477366,637.34167345,710.53039271,544.91915055,4139223025.316713,0.1612,4283318877.39,2021-11-24T05:03:36.000Z
46,Flow,12.914920523511375,253537609.4911919,-57.5632,0.68498804,-2.74740465,5.3158274,-4.34819198,-22.85840827,-41.17190357,4043644309.91791,0.1575,17799495073.76,2021-11-24T05:04:06.000Z
47,EOS,4.14458002615243,854346625.943131,1.379,0.03073594,-1.10622636,-2.96864497,-14.07864218,1.66034056,-17.94634829,4028847060.38169,0.157,4310680209.28,2021-11-24T05:03:31.000Z
48,IOTA,1.414909016484366,156495180.52020872,-69.9871,1.08223509,-0.42722433,1.77613208,6.88254167,11.6421921,35.72137465,3932782459.008042,0.1533,3932782459.01,2021-11-24T05:03:32.000Z
49,Klaytn,1.4820714956437302,143494060.73607266,1.4059,0.67128992,-0.5503554,-0.98049934,-6.61416555,35.80766519,-12.67517824,3742402479.3994865,0.1457,15901022275.87,2021-11-24T05:04:04.000Z
50,PancakeSwap,14.655153368955325,212424645.21435806,-5.0995,0.33461601,-1.12584712,-11.39865174,-26.48644552,-22.73385358,-42.02218257,3567359891.8744793,0.139,3567359891.87,2021-11-24T05:04:02.000Z
51,Aave,263.37457052519875,345274405.1958462,22.2488,0.32299867,-2.26061887,-3.40387377,-15.47506955,-6.4599586,-29.61240163,3527169988.4720716,0.1373,4213993128.4,2021-11-24T05:04:03.000Z
52,Harmony,0.3196449887059289,444807800.8888403,81.0578,1.0106182,9.27558367,28.22069886,4.03455798,90.50165932,203.16502702,3453619447.020809,0.1345,4236956479.66,2021-11-24T05:03:35.000Z
53,Enjin Coin,4.058412643368534,1542397460.0392556,112.2586,2.18378635,13.16712429,36.92635698,125.11412539,199.1335719,107.17990971,3393355991.9720683,0.1321,4058412643.37,2021-11-24T05:04:03.000Z
54,Zcash,257.8024133408709,1238336554.2357213,43.283,0.53759924,24.3155097,60.35339866,49.68259254,130.77881751,64.33240865,3390908979.239226,0.132,5413850680.16,2021-11-24T05:04:06.000Z
55,UNUS SED LEO,3.325047318215867,2935980.57948831,-6.3813,-0.16612587,-0.05629915,5.86108591,3.55158397,14.00942255,11.17758164,3171942621.6574507,0.1235,3275967970.58,2021-11-24T05:03:34.000Z
56,Gala,0.43673693824602755,1536215636.3557374,4.6163,-0.72791984,14.99375421,275.08628436,429.26317906,349.12086886,1399.49283915,3047203339.6321797,0.1187,15390658833.64,2021-11-24T05:03:36.000Z
57,eCash,0.0001607484789834848,65247309.59271338,-0.2183,0.1456248,-1.2016664,-6.69221765,-15.86616143,-26.00316481,107.96666077,3038984905.4625206,0.1184,3375718058.65,2021-11-24T05:04:06.000Z
58,Maker,3013.8150737200644,145352853.0751292,3.0631,0.19682357,2.61104428,9.7397938,22.80296313,30.78198404,-16.65839036,2984383857.95039,0.1163,3030623120.39,2021-11-24T05:04:06.000Z
59,Bitcoin SV,153.27427597555118,138542569.62687507,-4.3065,0.12580861,-0.81755106,-5.16989975,-11.62402686,12.60641017,-5.33597167,2897689715.8705635,0.1128,3218759795.49,2021-11-24T05:04:07.000Z
60,Kusama,338.6756893022223,128821549.90010661,15.3806,0.40145203,0.86296972,-5.59477816,-17.29459101,1.30345337,16.57401016,2868616298.000642,0.1118,3268632722.91,2021-11-24T05:03:35.000Z
61,Quant,234.8877117062943,125458232.8502272,88.177,2.12972129,1.28674962,-5.75001563,-20.30709932,-24.30460331,23.52106665,2835737802.849624,0.1104,3432295043.09,2021-11-24T05:04:03.000Z
62,Neo,39.736452860535394,225086915.6645753,13.2993,0.38898895,-2.02221251,-5.77271315,-9.91867407,-0.74325982,-27.69885323,2802962932.8687725,0.1091,3973645286.05,2021-11-24T05:03:07.000Z
63,THORChain,10.815361830113218,72917803.48550972,-2.3912,-0.01473044,4.14779935,1.82236497,-16.53003584,35.98442113,7.26388812,2792636904.9933343,0.1087,5407680915.06,2021-11-24T05:04:03.000Z
64,Kadena,17.643398223525026,68762143.59917574,-9.7274,2.22656484,3.86477983,-0.69068498,137.01410219,931.27417991,2181.92104647,2786900027.200865,0.1086,17643398223.53,2021-11-24T05:04:06.000Z
65,Amp,0.06515198878217447,449625752.4185297,129.7806,0.41037874,-7.88849068,26.42368352,37.66753737,44.93217249,5.49887775,2751218779.1192765,0.1072,6029662685.76,2021-11-24T05:03:33.000Z
66,Stacks,1.9881522685493211,72929711.2927589,-32.9239,0.81771088,-3.41405376,-5.46723856,-9.0855135,55.9432618,38.40585191,2556127845.0433574,0.0996,3614460824.22,2021-11-24T05:03:33.000Z
67,Chiliz,0.4254221961186056,427961696.2406932,20.2739,0.61343598,-4.56421579,-13.72649976,32.32676056,55.27495497,13.94492394,2532006288.809568,0.0987,3781530631.79,2021-11-24T05:03:36.000Z
68,Holo,0.013817298938661645,344403579.2324312,98.4265,2.20327468,4.14457772,12.02349087,45.8239287,67.52504251,30.43142609,2390905537.2291145,0.0931,2454220810.55,2021-11-24T05:03:30.000Z
69,Waves,20.521605432376628,79950258.60838197,4.0326,0.83211475,-3.70875869,-3.27373889,-27.46845014,-18.25849252,-14.18994792,2191239526.530755,0.0854,2191239526.53,2021-11-24T05:04:04.000Z
70,BitTorrent,0.003235697507247923,460312495.5178792,8.2703,0.11420108,-2.97732706,-6.86188787,-11.07598709,-2.24675321,-22.66161158,2135407063.6142232,0.0832,3203340532.18,2021-11-24T05:03:31.000Z
71,Curve DAO Token,4.911471903599621,982244684.0997027,16.2321,-2.66901685,8.06645893,27.02985346,17.00567883,102.27422679,129.99831522,2105765841.7889926,0.0821,16222740510.28,2021-11-24T05:03:07.000Z
72,Dash,195.51834567094815,440235614.625526,4.895,1.72039748,-1.41887227,1.7032766,-4.60204269,17.17072008,-23.56884818,2041888244.0203342,0.0796,3695296733.18,2021-11-24T05:04:03.000Z
73,Arweave,58.858266535510545,60052762.73431731,-7.9483,0.20151963,-3.60033562,-0.86448521,11.94435115,25.17282697,134.87755778,1965554212.3316805,0.0766,3884645591.34,2021-11-24T05:04:06.000Z
74,KuCoin Token,24.143444123170756,35801762.98376885,-6.3621,0.91492287,4.87419602,11.88568628,44.74244161,125.41338028,82.45147212,1934339859.7775452,0.0753,4107249830.86,2021-11-24T05:04:03.000Z
75,Celo,5.361144282107059,77088448.62358758,16.1537,0.98813563,-3.02297129,6.18712907,-22.6643455,-24.83470294,70.66849919,1861913389.4903011,0.0725,5361144282.11,2021-11-24T05:04:06.000Z
76,IoTeX,0.18545954401707454,162971195.67824066,-48.1476,1.40825516,-4.10926823,-9.62534628,181.13506415,253.42745248,156.46976009,1769428583.053672,0.0689,1854595440.17,2021-11-24T05:03:30.000Z
77,Compound,284.2042539686054,152099203.41915348,-8.8192,-0.12408348,-1.90683634,-9.24410008,-9.39733603,-17.35082329,-32.1271003,1710595636.8781207,0.0666,2842042539.69,2021-11-24T05:04:07.000Z
78,Theta Fuel,0.3211788019560642,64699175.48770439,45.6728,-1.13405299,1.94453016,3.19360248,7.30420177,19.15237073,-3.81859116,1702637689.9042356,0.0663,1702637689.9,2021-11-24T05:03:32.000Z
79,Huobi Token,9.825719558357022,71700929.89886603,-10.6322,0.60636575,-0.16450888,-7.64669078,-2.29384952,6.00942071,-28.38937146,1565321295.2597923,0.061,4912859779.18,2021-11-24T05:04:06.000Z
80,Basic Attention Token,1.03858034711085,198957121.33445483,5.9471,0.2677856,-0.1307624,-4.76348179,50.32029556,58.28826549,24.32355767,1550085103.7084882,0.0604,1557870520.67,2021-11-24T05:03:28.000Z
81,NEM,0.1704351220622243,58181216.22319396,-40.8195,0.34224541,-2.33732528,-7.2390785,-0.99492983,13.04316766,-14.86048934,1533916098.3895836,0.0597,1533916098.39,2021-11-24T05:03:34.000Z
82,Immutable X,8.094004237233182,110672471.91719359,3.7032,2.46378993,7.93567418,52.08347001,0.0,0.0,0.0,1522974053.4730499,0.0593,16188008474.47,2021-11-24T05:02:05.000Z
83,Nexo,2.717060606086418,10489297.0413832,-18.2503,-0.36346688,-0.880274,-15.54111427,2.16279538,84.65448368,45.44838768,1521553969.2960608,0.0592,2717060606.09,2021-11-24T05:04:07.000Z
84,Decred,107.6245399940262,9451786.3849532,1.8064,-0.46611922,0.09820394,2.3872822,-13.62095028,-8.23211611,-38.64602129,1455570131.790287,0.0567,2260115339.87,2021-11-24T05:03:04.000Z
85,WAX,0.7842653735327081,262714211.94783533,-2.325,1.09698942,0.08867867,-4.13537013,157.20433092,239.63884577,104.67851078,1449095892.1988978,0.0565,2988405906.28,2021-11-24T05:04:04.000Z
86,OKB,24.07888592534727,299443622.15336734,-0.3651,0.64197126,1.05574206,-2.54318314,-5.41423283,74.63677163,15.42612469,1444733155.520836,0.0563,7223665777.6,2021-11-24T05:03:33.000Z
87,Oasis Network,0.4092013975510719,507023362.00496644,40.1073,-1.60293363,7.42915982,99.15214307,123.26749827,137.2534439,303.99417345,1429346335.7956638,0.0557,4092013975.51,2021-11-24T05:04:06.000Z
88,Qtum,14.418307390533252,282636111.4226214,-6.2903,-0.15191386,-1.92733569,-4.41118166,9.43298403,44.80360542,15.7335713,1425787902.600996,0.0556,1554616593.29,2021-11-24T05:04:07.000Z
89,Horizen,118.87626060517076,171269438.93137604,66.6744,-0.36755176,13.655102,44.50244893,28.29495432,71.92029037,44.43050722,1399282061.910662,0.0545,2496401472.71,2021-11-24T05:04:08.000Z
90,ICON,2.0412869420917783,148987073.5607572,-29.6255,0.5403895,-1.51548839,-8.12402959,-2.54696093,27.47337861,42.69167573,1379757169.3119795,0.0537,1633968545.67,2021-11-24T05:04:03.000Z
91,XDC Network,0.10898209119744441,9123092.9501458,50.1415,2.45715908,15.41973488,25.05336097,6.59185754,-13.07690098,-29.18043511,1341026016.1208842,0.0523,4109171132.54,2021-11-24T05:04:07.000Z
92,Mina,4.460578390531869,82288490.4388541,1.1635,0.33822138,-1.67030803,2.06558008,-3.91911083,4.94888994,61.46228077,1346161529.1489644,0.0524,3675984829.63,2021-11-24T05:04:06.000Z
93,Audius,2.646230250457979,369180508.2210118,612.1959,0.63315534,26.27671635,26.94258861,16.70483022,22.85179648,4.0493776,1333909013.7412395,0.052,2807718147.73,2021-11-24T05:04:05.000Z
94,Voyager Token,4.602598256610509,62492357.53704134,-79.3514,-3.36426816,-6.85299379,65.6934788,104.68339013,85.60888893,25.45902765,1281741753.5080993,0.0499,1285910588.24,2021-11-24T05:03:34.000Z
95,TrueUSD,1.0001767872305587,139937658.99036565,-5.699,0.00648768,-0.00438495,-0.12144908,-0.20354239,-0.01962626,-0.01689986,1277521112.5324922,0.0497,1277521112.53,2021-11-24T05:04:06.000Z
96,OMG Network,9.03678566156568,532922876.76140136,0.8517,0.07202959,-3.29314856,-13.32536804,-37.53976146,0.58901137,40.66059051,1267367603.9621844,0.0494,1267367610.78,2021-11-24T05:03:33.000Z
97,Ravencoin,0.11399226713355907,51303296.98470008,5.5217,-0.10149824,-2.0987695,2.58490971,-5.67815893,14.39788442,-14.15038411,1157356078.7096617,0.0451,2393837609.8,2021-11-24T05:04:07.000Z
98,yearn.finance,31247.66149623303,176002449.88073313,-13.9357,0.25139145,-1.70313073,2.30692314,-10.04571503,4.73669873,-15.78145777,1144843110.8596501,0.0446,1145726756.42,2021-11-24T05:03:32.000Z
99,Revain,0.013104043623391856,3618587.55733155,17.1945,1.13798772,-1.88713808,-11.20361678,-22.16295439,-25.33879038,6.9715684,1114649419.1501071,0.0434,1114649419.15,2021-11-24T05:03:04.000Z
100,Secret,7.368843902290682,16617079.07271437,-25.0294,-1.40038617,-7.18285019,-1.17785244,17.04140345,240.0366183,342.60996107,1103968721.1088834,0.043,1401296642.81,2021-11-24T05:04:06.000Z
101,Zilliqa,0.08915584732277919,69923115.57174447,4.5905,0.23863669,-1.03101577,-3.17738978,-15.07345924,4.60613404,-21.84738557,1073489173.8880785,0.0418,1872272793.78,2021-11-24T05:04:06.000Z
102,SushiSwap,8.220327641155285,224295719.46419674,9.1444,0.19846359,-2.94169764,-15.25087469,-22.81499367,-13.59291885,-30.66832403,1045991011.9763081,0.0408,2055081910.29,2021-11-24T05:03:29.000Z
103,Perpetual Protocol,15.01640717665403,36722662.5294707,4.5043,-0.56630383,-1.2040258,-0.6768115,-8.50880316,24.18908845,-14.52333774,1031627173.0361319,0.0402,2252461076.5,2021-11-24T05:03:35.000Z
104,BORA,1.1974579016931137,458402924.3020451,12.403,3.55205161,7.23542416,11.97012471,446.37925612,639.89201832,458.60684531,1031310617.8331941,0.0402,1443834864.97,2021-11-24T05:03:33.000Z
105,Livepeer,48.378374171507346,68687431.02236287,16.0555,0.95805117,-0.89505616,-19.00598803,101.47054263,183.91373561,141.73671446,1023911614.8881193,0.0399,1108201046.61,2021-11-24T05:04:06.000Z
106,Ankr,0.12328604364642212,106475120.12161487,-23.6095,0.74263213,-3.39353836,-3.81226382,32.75836457,50.10928222,11.90768869,1006371568.9717754,0.0392,1232860436.46,2021-11-24T05:04:08.000Z
107,Bitcoin Gold,56.64665081696495,17526664.91424165,8.2503,0.25774663,-0.62309542,-6.09421352,-17.05599268,5.86629099,-16.88064912,992105113.9810886,0.0387,1189579667.16,2021-11-24T05:04:03.000Z
108,Siacoin,0.02000202770456164,68976048.2798664,-8.1453,1.45927617,-2.83031814,7.67327889,6.5319564,30.88962907,-9.88750695,988410459.9011097,0.0385,988410459.9,2021-11-24T05:04:08.000Z
109,renBTC,56158.29147127592,4457851.68266041,-87.3276,0.23651627,-0.66763578,-3.72714745,-9.3060815,31.36169966,16.92788076,968965647.0221016,0.0377,769256276.57,2021-11-24T05:04:07.000Z
110,Celsius,4.045492276985795,6627682.92713924,22.8367,-0.79042626,0.10276643,-6.70429722,-21.12021307,-19.40905444,-27.66078866,966320524.7097262,0.0377,2814279713.7,2021-11-24T05:03:31.000Z
111,Pax Dollar,0.9999596849379279,12284792.43651814,-12.1529,0.00404352,-0.00422855,-0.15127432,-0.01970221,-0.04452909,-0.02504617,945604816.4561714,0.0368,945604816.46,2021-11-24T05:04:04.000Z
112,Velas,0.44379934383475067,17905749.90483291,-9.2433,0.34960957,-1.6000174,13.46459383,208.20547676,138.95428302,729.26260288,942798744.2946326,0.0367,942798744.29,2021-11-24T05:04:07.000Z
113,0x,1.1074224232569216,102446412.99897389,75.2866,0.60288606,0.93247747,0.90655068,9.8945757,20.70819146,0.7394211,936321289.863852,0.0365,1107422423.26,2021-11-24T05:03:36.000Z
114,Bancor,4.0007156069901715,58324159.0514153,33.6454,0.55017433,-0.05700427,-0.61656938,-4.90011343,15.49655554,-8.30777689,936593803.9112495,0.0365,936593803.91,2021-11-24T05:03:33.000Z
115,UMA,14.493302695024337,67994295.35940515,27.317,0.05167494,-5.15721127,-22.93813513,24.42416097,56.0582706,14.38165426,932775278.8630239,0.0364,1466324681.44,2021-11-24T05:04:06.000Z
116,Synthetix,8.034907813821203,114611401.50932896,61.793,0.84587659,-2.05563945,-7.44952764,-16.63462906,-23.69865377,-33.16213297,922741130.949158,0.036,1706808326.09,2021-11-24T05:04:06.000Z
117,Ren,0.9219322519074956,182565083.4839018,110.1136,-0.14586376,5.41174447,19.07606978,-16.73131032,-14.63242363,60.62820168,919870858.4263829,0.0358,921932251.91,2021-11-24T05:03:13.000Z
118,Telcoin,0.01664788362404211,12282845.81133545,-23.2618,-0.50470427,0.32072206,-9.59540451,-10.9074529,3.34157617,-28.35881478,916084926.698529,0.0357,1664788362.4,2021-11-24T05:04:05.000Z
119,Moonriver,376.8757831366985,44818161.51732712,7.0041,-0.80224135,1.79216457,7.22873806,-11.65429876,22.40110973,0.0,900154240.4938114,0.0351,3768757831.37,2021-11-24T05:03:03.000Z
120,SKALE Network,0.36316649375687227,93497115.92249623,72.0953,0.15992734,6.28548891,13.60837107,10.97511968,13.92278404,8.91546773,863492191.5662291,0.0336,2542165456.3,2021-11-24T05:04:07.000Z
121,Ontology,0.9789642187224626,139502433.9350705,4.1832,0.53895961,2.17333137,0.52405129,1.80136863,18.1999978,-9.30240477,856837966.4498674,0.0334,978964218.72,2021-11-24T05:04:06.000Z
122,dYdX,15.145824897262344,563914580.5397643,12.7715,0.26702699,5.2876863,23.21524839,-17.23018655,23.13257754,0.0,853277395.1914707,0.0333,15145824897.26,2021-11-24T05:03:35.000Z
123,Dogelon Mars,1.5256891364302966e-06,48121454.34649997,33.1602,1.58539285,-3.80304292,1.70994089,204.20594453,2714.63016033,2377.56041531,848041785.1606984,0.033,1525689136.43,2021-11-24T05:04:04.000Z
124,Celer Network,0.12895142322583897,238872383.39026448,-20.5907,1.75349167,-3.11246066,25.37900444,-9.40902979,-28.35848868,190.02249289,783600655.5688972,0.0305,1289514232.26,2021-11-24T05:03:33.000Z
125,Kava,5.503398410617036,124614653.38467684,45.2011,0.34142939,8.45596462,7.83931979,-4.04542357,-11.69247642,-29.7355884,779962029.3539529,0.0304,834652051.06,2021-11-24T05:03:31.000Z
126,Raydium,10.014974844227625,83574405.83479351,-17.7612,0.06086683,0.2798946,-1.04486398,-3.4997258,-1.05991597,41.45110028,764732807.9315289,0.0298,5558311038.55,2021-11-24T05:04:05.000Z
127,WINkLink,0.0007935246905840999,139772224.03480592,1.1719,0.96549888,-5.22622963,-4.49197038,28.91503242,89.91302282,29.27597424,763162293.4056877,0.0297,792731165.89,2021-11-24T05:04:03.000Z
128,Serum,5.704905242636644,90245776.94959305,-6.0926,0.34263357,-1.64129507,-7.84110709,-24.81981325,-26.75030852,-13.785239,760074685.9127172,0.0296,57967542170.43,2021-11-24T05:04:03.000Z
129,IOST,0.041658634408203124,83085227.52755068,-8.5913,-0.0139195,-2.33780521,-5.79069274,-17.12165152,-30.92337416,-3.91089537,754009602.9988061,0.0294,3749277096.74,2021-11-24T05:04:06.000Z
130,DigiByte,0.05003692686899525,27495006.67509851,-7.7991,0.50682468,-3.61822116,-4.34755237,0.93891167,6.17996447,-26.90288469,743927764.7083846,0.029,1050775464.25,2021-11-24T05:04:03.000Z
131,SwissBorg,0.7355676595276469,2778276.38727188,-9.8318,-0.66440653,-3.90958264,1.8722645,12.740469,15.09242107,-22.8037466,735567659.5276469,0.0286,735567659.53,2021-11-24T05:04:07.000Z
